sample,reference,np_source,np_type,np_core,diameter_mean,diameter_max,diameter_min,length_mean,length_max,length_min,molecular_weight,density,dispersity_original,hydrodynamic_size,dispersity_water,surface_area,aggregate_size_mean,aggregate_size_max,aggregate_size_min,zeta_potential,image,shape,purity,coating,coating_material,crystalline,centrifuge,stir,stirring,stirring_rate,sonication,sonication2,sonication_freq.,filter,solubilization_media,maximal_dose,minimal_dose,dissolved_cation,ph,exposure_time,exposure_day,water,materials_in_water,concentration_of_materials,number_of_daphina,daphnia_age_hour,test_solution,container_size,repeating_number,rpm,food ,menu,food_concentration,test_solution_renewer,temperature,radiation,ec50,ec_ul,ec_ll,immobilisation_rate,immobilisation_concentration,lc50,lc_ul,lc_ll,mortality,mortality_concentration,others_feature
406,31,in house,MeOx,TiO2,25.0,26.7,23.3,,,,,,,134.5,0.34,,134.5,154.0,115.0,-15.05,,,,0.0,,,,,,,1.0,20.0,,,,100.0,12.5,,8.2,48,2.0,M7 medium,Suwannee river NOM,20.0,5,24.0,,100.0,4.0,,,,,,20.0,,,,,0.0,100.0,,,,,,
407,31,in house,MeOx,TiO2,25.0,26.7,23.3,,,,,,,134.5,0.34,,134.5,154.0,115.0,-15.05,,,,0.0,,,,,,,1.0,20.0,,,,100.0,12.5,,8.2,48,2.0,M7 medium,Suwannee river NOM,20.0,5,24.0,,100.0,4.0,,,,,,20.0,,,,,0.0,100.0,,,,,,
408,31,in house,MeOx,TiO2,25.0,26.7,23.3,,,,,,,1641.0,0.425,,1641.0,2827.0,455.0,-12.45,,,,0.0,,,,,,,1.0,20.0,,,,100.0,12.5,,8.2,48,2.0,M7 medium,Suwannee river NOM,20.0,5,24.0,,100.0,4.0,,,,,,20.0,,,,,0.0,100.0,,,,,,
409,31,in house,MeOx,TiO2,25.0,26.7,23.3,,,,,,,1641.0,0.425,,1641.0,2827.0,455.0,-12.45,,,,0.0,,,,,,,1.0,20.0,,,,100.0,12.5,,8.2,48,2.0,M7 medium,Suwannee river NOM,20.0,5,24.0,,100.0,4.0,,,,,,20.0,,,,,0.0,100.0,,,,,,
410,31,in house,MeOx,TiO2,25.0,26.7,23.3,,,,,,,517.5,0.38,,517.5,620.0,415.0,-14.9,,,,0.0,,,,,,,1.0,20.0,,,,100.0,12.5,,8.2,48,2.0,M7 medium,Suwannee river NOM,20.0,5,24.0,,100.0,4.0,,,,,,20.0,,,,,0.0,100.0,,,,,,
411,31,in house,MeOx,TiO2,25.0,26.7,23.3,,,,,,,517.5,0.38,,517.5,620.0,415.0,-14.9,,,,0.0,,,,,,,1.0,20.0,,,,100.0,12.5,,8.2,48,2.0,M7 medium,Suwannee river NOM,20.0,5,24.0,,100.0,4.0,,,,,,20.0,,,,,0.0,100.0,,,,,,
412,31,in house,MeOx,TiO2,25.0,26.7,23.3,,,,,,,601.5,0.335,,601.5,759.0,444.0,-14.7,,,,0.0,,,,,,,1.0,20.0,,,,100.0,12.5,,8.2,48,2.0,M7 medium,Suwannee river NOM,20.0,5,24.0,,100.0,4.0,,,,,,20.0,,,,,0.0,100.0,,,,,,
413,31,in house,MeOx,TiO2,25.0,26.7,23.3,,,,,,,601.5,0.335,,601.5,759.0,444.0,-14.7,,,,0.0,,,,,,,1.0,20.0,,,,100.0,12.5,,8.2,48,2.0,M7 medium,Suwannee river NOM,20.0,5,24.0,,100.0,4.0,,,,,,20.0,,,,,0.0,100.0,,,,,,
414,31,in house,MeOx,ZnO,151.0,206.6,95.4,,,,,,,509.0,0.39,,509.0,638.0,380.0,-4.25,,,,0.0,,,,,,,1.0,20.0,,,,20.0,2.5,,8.2,48,2.0,M7 medium,,,5,24.0,,100.0,4.0,,,,,,20.0,,,,,10.0,1.8,,,,,,
415,31,in house,MeOx,ZnO,151.0,206.6,95.4,,,,,,,509.0,0.39,,509.0,638.0,380.0,-4.25,,,,0.0,,,,,,,1.0,20.0,,,,20.0,2.5,,8.2,48,2.0,M7 medium,,,5,24.0,,100.0,4.0,,,,,,20.0,,6.7,8.9,4.9,50.0,6.7,,,,,,
416,31,in house,MeOx,ZnO,151.0,206.6,95.4,,,,,,,2368.0,1.0,,2368.0,3092.0,1644.0,-4.4,,,,0.0,,,,,,,1.0,20.0,,,,20.0,2.5,,8.2,48,2.0,M7 medium,,,5,24.0,,100.0,4.0,,,,,,20.0,,,,,10.0,0.05,,,,,,
417,31,in house,MeOx,ZnO,151.0,206.6,95.4,,,,,,,2368.0,1.0,,2368.0,3092.0,1644.0,-4.4,,,,0.0,,,,,,,1.0,20.0,,,,20.0,2.5,,8.2,48,2.0,M7 medium,,,5,24.0,,100.0,4.0,,,,,,20.0,,1.7,,,50.0,1.7,,,,,,
418,31,in house,MeOx,ZnO,151.0,206.6,95.4,,,,,,,2454.5,1.0,,2454.5,3506.0,1403.0,-5.85,,,,0.0,,,,,,,1.0,20.0,,,,20.0,2.5,,8.2,48,2.0,M7 medium,,,5,24.0,,100.0,4.0,,,,,,20.0,,,,,10.0,1.5,,,,,,
419,31,in house,MeOx,ZnO,151.0,206.6,95.4,,,,,,,2454.5,1.0,,2454.5,3506.0,1403.0,-5.85,,,,0.0,,,,,,,1.0,20.0,,,,20.0,2.5,,8.2,48,2.0,M7 medium,,,5,24.0,,100.0,4.0,,,,,,20.0,,4.7,5.9,3.3,50.0,4.7,,,,,,
420,31,in house,MeOx,ZnO,151.0,206.6,95.4,,,,,,,142.5,0.275,,142.5,145.0,140.0,-15.75,,,,0.0,,,,,,,1.0,20.0,,,,20.0,2.5,,8.2,48,2.0,M7 medium,Suwannee river NOM,20.0,5,24.0,,100.0,4.0,,,,,,20.0,,,,,10.0,0.2,,,,,,
421,31,in house,MeOx,ZnO,151.0,206.6,95.4,,,,,,,142.5,0.275,,142.5,145.0,140.0,-15.75,,,,0.0,,,,,,,1.0,20.0,,,,20.0,2.5,,8.2,48,2.0,M7 medium,Suwannee river NOM,20.0,5,24.0,,100.0,4.0,,,,,,20.0,,1.1,2.3,0.09,50.0,1.1,,,,,,
422,31,in house,MeOx,ZnO,151.0,206.6,95.4,,,,,,,192.5,0.38,,192.5,208.0,177.0,-13.8,,,,0.0,,,,,,,1.0,20.0,,,,20.0,2.5,,8.2,48,2.0,M7 medium,Suwannee river NOM,20.0,5,24.0,,100.0,4.0,,,,,,20.0,,,,,10.0,0.3,,,,,,
423,31,in house,MeOx,ZnO,151.0,206.6,95.4,,,,,,,192.5,0.38,,192.5,208.0,177.0,-13.8,,,,0.0,,,,,,,1.0,20.0,,,,20.0,2.5,,8.2,48,2.0,M7 medium,Suwannee river NOM,20.0,5,24.0,,100.0,4.0,,,,,,20.0,,1.5,2.6,0.1,50.0,1.5,,,,,,
424,31,in house,MeOx,ZnO,151.0,206.6,95.4,,,,,,,153.0,0.33,,153.0,162.0,144.0,-15.2,,,,0.0,,,,,,,1.0,20.0,,,,20.0,2.5,,8.2,48,2.0,M7 medium,Suwannee river NOM,20.0,5,24.0,,100.0,4.0,,,,,,20.0,,,,,10.0,0.4,,,,,,
425,31,in house,MeOx,ZnO,151.0,206.6,95.4,,,,,,,153.0,0.33,,153.0,162.0,144.0,-15.2,,,,0.0,,,,,,,1.0,20.0,,,,20.0,2.5,,8.2,48,2.0,M7 medium,Suwannee river NOM,20.0,5,24.0,,100.0,4.0,,,,,,20.0,,2.2,3.5,0.5,50.0,2.2,,,,,,
426,32,"MTI Corporation (Richmond, CA)",MeOx,CuO,35.0,40.0,30.0,,,,,,,302.0,,5.38,302.0,333.37,270.63,-14.13,1.0,,99.0,0.0,,face-centered cubic,,,,,1.0,30.0,,,,,,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,22.0,22.7,21.3,50.0,22.0,,,,,,
427,32,"Vetec (Rio de Janeiro, Brazil)",MeOx,CuO,1500.0,,,,,,,,,88500.0,,2.8,88500.0,90390.0,86610.0,-33.68,1.0,,,0.0,,face-centered cubic,,,,,0.0,,,,,,,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,223.6,232.8,214.4,50.0,223.6,,,,,,
428,32,"MTI Corporation (Richmond, CA)",MeOx,CuO,35.0,40.0,30.0,,,,,,,302.0,,5.38,302.0,333.37,270.63,-14.13,1.0,,99.0,0.0,,face-centered cubic,,,,,1.0,30.0,,,,500.0,3.8,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,,,,0.0,3.8,,,,,,
429,32,"MTI Corporation (Richmond, CA)",MeOx,CuO,35.0,40.0,30.0,,,,,,,302.0,,5.38,302.0,333.37,270.63,-14.13,1.0,,99.0,0.0,,face-centered cubic,,,,,1.0,30.0,,,,500.0,3.8,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,,,,0.0,7.8,,,,,,
430,32,"MTI Corporation (Richmond, CA)",MeOx,CuO,35.0,40.0,30.0,,,,,,,302.0,,5.38,302.0,333.37,270.63,-14.13,1.0,,99.0,0.0,,face-centered cubic,,,,,1.0,30.0,,,,500.0,3.8,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,,,,15.78947368,15.6,,,,,,
431,32,"MTI Corporation (Richmond, CA)",MeOx,CuO,35.0,40.0,30.0,,,,,,,302.0,,5.38,302.0,333.37,270.63,-14.13,1.0,,99.0,0.0,,face-centered cubic,,,,,1.0,30.0,,,,500.0,3.8,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,,,,76.31578947,31.2,,,,,,
432,32,"MTI Corporation (Richmond, CA)",MeOx,CuO,35.0,40.0,30.0,,,,,,,302.0,,5.38,302.0,333.37,270.63,-14.13,1.0,,99.0,0.0,,face-centered cubic,,,,,1.0,30.0,,,,500.0,3.8,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,,,,84.21052632,62.5,,,,,,
433,32,"MTI Corporation (Richmond, CA)",MeOx,CuO,35.0,40.0,30.0,,,,,,,302.0,,5.38,302.0,333.37,270.63,-14.13,1.0,,99.0,0.0,,face-centered cubic,,,,,1.0,30.0,,,,500.0,3.8,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,,,,100.0,125.0,,,,,,
434,32,"MTI Corporation (Richmond, CA)",MeOx,CuO,35.0,40.0,30.0,,,,,,,302.0,,5.38,302.0,333.37,270.63,-14.13,1.0,,99.0,0.0,,face-centered cubic,,,,,1.0,30.0,,,,500.0,3.8,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,,,,100.0,250.0,,,,,,
435,32,"Vetec (Rio de Janeiro, Brazil)",MeOx,CuO,1500.0,,,,,,,,,88500.0,,2.8,88500.0,90390.0,86610.0,-33.68,1.0,,,0.0,,face-centered cubic,,,,,0.0,,,,,500.0,3.8,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,,,,0.0,3.8,,,,,,
436,32,"Vetec (Rio de Janeiro, Brazil)",MeOx,CuO,1500.0,,,,,,,,,88500.0,,2.8,88500.0,90390.0,86610.0,-33.68,1.0,,,0.0,,face-centered cubic,,,,,0.0,,,,,500.0,3.8,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,,,,0.0,7.8,,,,,,
437,32,"Vetec (Rio de Janeiro, Brazil)",MeOx,CuO,1500.0,,,,,,,,,88500.0,,2.8,88500.0,90390.0,86610.0,-33.68,1.0,,,0.0,,face-centered cubic,,,,,0.0,,,,,500.0,3.8,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,,,,0.0,15.6,,,,,,
438,32,"Vetec (Rio de Janeiro, Brazil)",MeOx,CuO,1500.0,,,,,,,,,88500.0,,2.8,88500.0,90390.0,86610.0,-33.68,1.0,,,0.0,,face-centered cubic,,,,,0.0,,,,,500.0,3.8,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,,,,0.0,31.2,,,,,,
439,32,"Vetec (Rio de Janeiro, Brazil)",MeOx,CuO,1500.0,,,,,,,,,88500.0,,2.8,88500.0,90390.0,86610.0,-33.68,1.0,,,0.0,,face-centered cubic,,,,,0.0,,,,,500.0,3.8,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,,,,6.578947368,62.5,,,,,,
440,32,"Vetec (Rio de Janeiro, Brazil)",MeOx,CuO,1500.0,,,,,,,,,88500.0,,2.8,88500.0,90390.0,86610.0,-33.68,1.0,,,0.0,,face-centered cubic,,,,,0.0,,,,,500.0,3.8,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,,,,15.78947368,125.0,,,,,,
441,32,"Vetec (Rio de Janeiro, Brazil)",MeOx,CuO,1500.0,,,,,,,,,88500.0,,2.8,88500.0,90390.0,86610.0,-33.68,1.0,,,0.0,,face-centered cubic,,,,,0.0,,,,,500.0,3.8,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,,,,47.36842105,250.0,,,,,,
442,32,"Vetec (Rio de Janeiro, Brazil)",MeOx,CuO,1500.0,,,,,,,,,88500.0,,2.8,88500.0,90390.0,86610.0,-33.68,1.0,,,0.0,,face-centered cubic,,,,,0.0,,,,,500.0,3.8,,,48,2.0,ISO water (paper),,,20,24.0,,50.0,3.0,,,,,,21.0,,,,,100.0,500.0,,,,,,
443,33,Sigma_Aldrich (MKBD9623V),MeOx,ZnO,21.0,36.0,13.0,,,,,,,,,,,,,-10.5,,,95.5,0.0,,,,1.0,,,1.0,15.0,20.0,,,10.0,0.1,,8.81,48,2.0,mineral water,,,10,24.0,100.0,,4.0,,,,,,20.5,,1.9,2.4,1.5,50.0,1.9,,,,,,
444,33,Sigma_Aldrich (#MKBJ7906V),MeOx,ZnO,35.0,50.0,24.0,,,,,,,,,,,,,-9.81,,,,0.0,,,,1.0,,,1.0,15.0,20.0,,,10.0,0.1,,8.81,48,2.0,mineral water,,,10,24.0,100.0,,4.0,,,,,,20.5,,3.1,4.0,2.4,50.0,3.1,,,,,,
445,33,Sigma_Aldrich (MKBD9623V),MeOx,ZnO,21.0,36.0,13.0,,,,,,,,,,,,,-10.5,,,95.5,0.0,,,,1.0,,,1.0,15.0,20.0,,,,,,8.81,48,2.0,mineral water,,,10,24.0,100.0,,4.0,,,,,,20.5,,,,,0.0,0.1,,,,,,
446,33,Sigma_Aldrich (MKBD9623V),MeOx,ZnO,21.0,36.0,13.0,,,,,,,,,,,,,-10.5,,,95.5,0.0,,,,1.0,,,1.0,15.0,20.0,,,,,,8.81,48,2.0,mineral water,,,10,24.0,100.0,,4.0,,,,,,20.5,,,,,0.0,0.33,,,,,,
447,33,Sigma_Aldrich (MKBD9623V),MeOx,ZnO,21.0,36.0,13.0,,,,,,,,,,,,,-10.5,,,95.5,0.0,,,,1.0,,,1.0,15.0,20.0,,,,,,8.81,48,2.0,mineral water,,,10,24.0,100.0,,4.0,,,,,,20.5,,,,,10.0,1.0,,,,,,
448,33,Sigma_Aldrich (MKBD9623V),MeOx,ZnO,21.0,36.0,13.0,,,,,,,,,,,,,-10.5,,,95.5,0.0,,,,1.0,,,1.0,15.0,20.0,,,,,,8.81,48,2.0,mineral water,,,10,24.0,100.0,,4.0,,,,,,20.5,,,,,90.0,3.6,,,,,,
449,33,Sigma_Aldrich (MKBD9623V),MeOx,ZnO,21.0,36.0,13.0,,,,,,,,,,,,,-10.5,,,95.5,0.0,,,,1.0,,,1.0,15.0,20.0,,,,,,8.81,48,2.0,mineral water,,,10,24.0,100.0,,4.0,,,,,,20.5,,,,,100.0,10.0,,,,,,
450,33,Sigma_Aldrich (#MKBJ7906V),MeOx,ZnO,35.0,50.0,24.0,,,,,,,,,,,,,-9.81,,,,0.0,,,,1.0,,,1.0,15.0,20.0,,,,,,8.81,48,2.0,mineral water,,,10,24.0,100.0,,4.0,,,,,,20.5,,,,,0.0,0.1,,,,,,
451,33,Sigma_Aldrich (#MKBJ7906V),MeOx,ZnO,35.0,50.0,24.0,,,,,,,,,,,,,-9.81,,,,0.0,,,,1.0,,,1.0,15.0,20.0,,,,,,8.81,48,2.0,mineral water,,,10,24.0,100.0,,4.0,,,,,,20.5,,,,,0.0,0.33,,,,,,
452,33,Sigma_Aldrich (#MKBJ7906V),MeOx,ZnO,35.0,50.0,24.0,,,,,,,,,,,,,-9.81,,,,0.0,,,,1.0,,,1.0,15.0,20.0,,,,,,8.81,48,2.0,mineral water,,,10,24.0,100.0,,4.0,,,,,,20.5,,,,,10.0,0.85,,,,,,
453,33,Sigma_Aldrich (#MKBJ7906V),MeOx,ZnO,35.0,50.0,24.0,,,,,,,,,,,,,-9.81,,,,0.0,,,,1.0,,,1.0,15.0,20.0,,,,,,8.81,48,2.0,mineral water,,,10,24.0,100.0,,4.0,,,,,,20.5,,,,,90.0,11.5,,,,,,
454,35,NanoAmor,MeOx,ZnO,27.2,33.9,20.5,,,,,,,,,,,,,,1.0,,,0.0,,,,1.0,,,1.0,10.0,,,,9.0,2.2,,8.1,24,1.0,standard synthetic freshwater (moderately hard),,,16,240.0,,,4.0,,,,,,23.0,,,,,,,22.0,34.2,9.8,50.0,22.0,EPA
455,35,NanoAmor,MeOx,ZnO,27.2,33.9,20.5,,,,,,,,,,,,,,1.0,,,0.0,,,,1.0,,,1.0,10.0,,,,9.0,2.2,,8.1,24,1.0,standard synthetic freshwater (moderately hard),,,16,240.0,,,4.0,,,,,,23.0,,,,,,,,,,10.0,3.7,EPA
456,35,NanoAmor,MeOx,ZnO,27.2,33.9,20.5,,,,,,,,,,,,,,1.0,,,0.0,,,,1.0,,,1.0,10.0,,,,9.0,2.2,,8.1,24,1.0,standard synthetic freshwater (moderately hard),,,16,240.0,,,4.0,,,,,,23.0,,,,,,,,,,25.0,9.0,EPA
457,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,48,2.0,M7 medium,,,10,168.0,100.0,,,,0.0,,,,,,,,,0.0,0.1,,,,,,
458,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,48,2.0,M7 medium,,,10,168.0,100.0,,,,0.0,,,,,,,,,0.0,0.2,,,,,,
459,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,48,2.0,M7 medium,,,10,168.0,100.0,,,,0.0,,,,,,,,,0.0,0.3,,,,,,
460,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,48,2.0,M7 medium,,,10,168.0,100.0,,,,0.0,,,,,,,,,0.0,0.4,,,,,,
461,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,48,2.0,M7 medium,,,10,168.0,100.0,,,,0.0,,,,,,,,,0.0,0.5,,,,,,
462,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,48,2.0,M7 medium,,,10,24.0,100.0,,,,0.0,,,,,,,,,0.0,0.1,,,,,,
463,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,48,2.0,M7 medium,,,10,24.0,100.0,,,,0.0,,,,,,,,,0.0,0.2,,,,,,
464,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,48,2.0,M7 medium,,,10,24.0,100.0,,,,0.0,,,,,,,,,0.0,0.3,,,,,,
465,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,48,2.0,M7 medium,,,10,24.0,100.0,,,,0.0,,,,,,,,,0.0,0.4,,,,,,
466,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,48,2.0,M7 medium,,,10,24.0,100.0,,,,0.0,,,,,,,,,0.0,0.5,,,,,,
467,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,24,1.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,50000.0,2.0,,,,,,0.0,0.005,,,,,,
468,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,48,2.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,50000.0,2.0,,,,,,0.0,0.005,,,,,,
469,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,72,3.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,50000.0,2.0,,,,,,0.0,0.005,,,,,,
470,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,96,4.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
471,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,120,5.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
472,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,144,6.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
473,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,168,7.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
474,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,192,8.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
475,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,216,9.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
476,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,240,10.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
477,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,264,11.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
478,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,288,12.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
479,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,312,13.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
480,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,336,14.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
481,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,360,15.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
482,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,384,16.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
483,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,408,17.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
484,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,432,18.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
485,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,456,19.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
486,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,480,20.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
487,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,504,21.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,10.0,0.005,,,,,,
488,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,24,1.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,50000.0,2.0,,,,,,0.0,0.05,,,,,,
489,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,48,2.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,50000.0,2.0,,,,,,0.0,0.05,,,,,,
490,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,72,3.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,50000.0,2.0,,,,,,0.0,0.05,,,,,,
491,38,NanoSys GmbH,metal,Ag,20.0,,,,,,,,,45.0,,,,,,-19.6,1.0,sphere,,0.0,,,,,,,,,,0.22,,,,,8.2,96,4.0,M7 medium,,,10,24.0,25.0,,,,1.0,algae,100000.0,2.0,,,,,,0.0,0.05,,,,,,
