rownum,material,core_size,hydro_size,surf_charge,specific_surf_area,Hsf,Ec,Ev,MeO,assay,cell_line,cell_species,cell_origin,cell_type,time,dose,viability,toxicity
547,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,3.13,93.4426,nonToxic
548,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,6.25,94.918,nonToxic
549,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,12.5,98.1148,nonToxic
550,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,25,55.8197,nonToxic
551,ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,50,24.3443,Toxic
552,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,0.1,99.3899,nonToxic
553,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,10,16.6812,Toxic
554,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,100,15.3939,Toxic
555,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,0.1,83.9423,nonToxic
556,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,10,26.3359,Toxic
557,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,100,18.6121,Toxic
558,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,24,0.1,111.7895,nonToxic
559,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,24,1,109.2632,nonToxic
560,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,24,0.1,87.2481,nonToxic
561,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,24,1,65.2331,nonToxic
562,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,48,0.1,114.2285,nonToxic
563,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,48,1,107.8156,nonToxic
564,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,48,10,3.3066,Toxic
565,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,48,100,4.8096,Toxic
566,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,0.1,102.2712,nonToxic
567,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,10,2.004,Toxic
568,ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,100,0.4008,Toxic
569,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,48,0.1,119.2404,nonToxic
570,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,48,1,127.4363,nonToxic
571,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,48,10,116.3751,nonToxic
572,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,48,100,40.8796,Toxic
573,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,24,0.1,86.8566,nonToxic
574,ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,24,1,84.4578,nonToxic
